Ex12	0.041904412	1
Ex4	0.054395422	1
Ex5	0.06052936	1
R00006_c	0.075920835	1
R00009_x	0.012680896	1
R00010_c	0.2079338	1
R00014_c	0.0836418259	10
R00021_p	0.069172196	1
R00022_c	0.21883136	2
R00024_p	0.196281175	2
R00026_c	0.08385436	1
R00028_c	0.173898665	2
R00028_p	0.173898665	2
R00036_c	0.110382006	2
R00066_c	0.114601165	1
R00084_c	0.07610101	1
R00089_c	0.22592966	1
R00095_c	0.131818426666667	3
R00095_tmx	0.1155033	1
R00100_c	0.16963974	1
R00115_c	0.07630448	1
R00122_c	0.112873855	2
R00127_c	0.1394549175	2
R00132N_c	0.170946374	9
R00132N_m	0.170946374	9
R00132N_p	0.170946374	9
R00135_c	0.14149146	2
R00149_c	0.06652662	1
R00149_p	0.06652662	1
R00156_c	0.12245686	1
R00158_c	0.049574811	2
R00177_c	0.0100608615	2
R00178_c	0.160487423333333	3
R00179_c	0.2237429434	5
R00183_c	0.153385365	2
R00184_c	0.0677123295	2
R00187_c	0.18435995	1
R00188_c	0.1496605375	4
R00190_c	0.1238823425	4
R00200_c	0.07861785	10
R00200_p	0.07861785	10
R00209_m	0.122355260285714	14
R00209_p	0.17100489625	8
R00216_p	0.0987201	1
R00219_c	0.10597161	1
R00236_c	0.10911838	1
R00236_m	0.10911838	1
R00238_c	0.118908972	3
R00238_m	0.08329657	1
R00238_p	0.08329657	1
R00238_x	0.08329657	1
R00239_c	0.045896497	1
R00243_c	0.05303156	3
R00243_m	0.035355948	1
R00251_c	0.08549206	1
R00253_c	0.0495742615	4
R00253_m	0.0495742615	4
R00253_p	0.0495742615	4
R00257_c	0.07816535	1
R00258_c	0.07042332	1
R00258_p	0.07042332	1
R00259_c	0.13954732	1
R00261_c	0.0832285132	5
R00267_m	0.323008083333333	3
R00286_c	0.040779111	4
R00289_c	0.07579859	1
R00291_c	0.0927332978	5
R00310_c	0.22647534	1
R00316_m	0.10911838	1
R00328_c	0.112873855	2
R00330_c	0.12245686	1
R00332_c	0.111094564	1
R00335_c	0.112873855	2
R00341_c	0.08202282	2
R00342_c	0.077842767625	8
R00342_m	0.077842767625	8
R00342_p	0.077842767625	8
R00342_x	0.077842767625	8
R00345_c	0.020592889	3
R00352_c	0.036062938	2
